expenditure ID,TIF DISTRICT,AREA,DISTRICT EXPIRATION,PROJECT / EXPENDITURE,YEAR,STATUS,AMOUNT,BALANCE,REF
1765,River West,Central,2020-07-30,Eng. Co. 1 Renovations ,2009,Appropriated,-1000000,11498968,T-104
1766,River West,Central,2020-07-30,Clark/Taylor LLC Note Payment ,2009,Appropriated,-1222510,10276457,T-104
1767,River West,Central,2020-07-30,"Streetscape - Congress, Michigan to Wells - add'l ",2009,Appropriated,-2926640,7349817,T-104
1768,River West,Central,2020-07-30,Police District 1 repairs ,2009,Appropriated,-3000000,4349817,T-104
1769,River West,Central,2020-07-30,Teachers Academy Note Payment 2010 - port to 24th/Michigan TIF ,2009,Appropriated,-4115000,234817,T-104
1770,River West,Central,2020-07-30,Alley Reconstruction: 16th St/State/ 17th St/ Dearborn  -- add'l ,2009,Committed,-20500,214317,T-104
1771,River West,Central,2020-07-30,Acquisition for Congress Streetscape - match to federal funds ,2009,Committed,-400000,-185683,T-104
1772,River West,Central,2020-07-30,Median work: Roosevelt Rd  -- increase ,2009,Committed,-500000,-685683,T-104
1773,River West,Central,2020-07-30,Median removal on Roosevelt Road Bridge ,2009,Committed,-550000,-1235683,T-104
1774,River West,Central,2020-07-30,Wells St. Project A  -- Roosevelt to 15th design ,2009,Pending,-440000,-1675683,T-104
1775,River West,Central,2020-07-30,Wells St. Project B  -- 15th to 18th design ,2009,Pending,-460000,-2135683,T-104
1776,River West,Central,2020-07-30,Ported funds from Canal/Congress for Ping Tom park - 2010 ,2010,Committed,10000000,7864317,T-104
1777,River West,Central,2020-07-30,Estimated Incremental Property Tax Revenue ,2010,Committed,9439090,17303407,T-104
1778,River West,Central,2020-07-30,Port from Chinatown Basin for Ping Tom Park Expansion ,2010,Committed,2000000,19303407,T-104
1779,River West,Central,2020-07-30,Administrative Costs ,2010,Committed,-174500,19128907,T-104
1780,River West,Central,2020-07-30,Clark/Taylor LLC Note Payment ,2010,Committed,-1225200,17903707,T-104
1781,River West,Central,2020-07-30,"Project B, south of Roosevelt Rd  -- S. Wells, 15th - 18th - acquisition ",2010,Committed,-2000000,15903707,T-104
1782,River West,Central,2020-07-30,Ping Tom Park Improvements  -- park & seawall ,2010,Committed,-12000000,3903707,T-104
1783,River West,Central,2020-07-30,Port from Canal/Congress for Wells St. Project A  -- 15th - 18th Construction ,2010,Pending,8000000,11903707,T-104
1784,River West,Central,2020-07-30,Additional Professional Services ,2010,Pending,-100000,11803707,T-104
1785,River West,Central,2020-07-30,Wells St. Project B  -- 15th to 18th design II ,2010,Pending,-400000,11403707,T-104
1786,River West,Central,2020-07-30,Wells St. Project A  -- 15th to 18th -Construction ,2010,Pending,-12075000,-671293,T-104
1787,River West,Central,2020-07-30,Estimated Incremental Property Tax Revenue ,2011,Committed,9439090,8767797,T-104
1788,River West,Central,2020-07-30,Administrative Costs ,2011,Committed,-174500,8593297,T-104
1789,River West,Central,2020-07-30,Teachers Academy Note Payment 2011 - port to 24th/Michigan TIF ,2011,Committed,-4115000,4478297,T-104
1790,River West,Central,2020-07-30,Ported funds from Canal/Congress for S. Wells Project B ,2011,Pending,25000000,29478297,T-104
1791,River West,Central,2020-07-30,Wells St. Project B  -- 15th to 18th construction ,2011,Pending,-30000000,-521703,T-104
1792,River West,Central,2020-07-30,FY Beginning Cash Balance ,2009,Appropriated,16863146,16863146,T-104
1793,River West,Central,2020-07-30,Pre-acquisition account increase ,2009,Appropriated,-20000,16843146,T-104
1794,River West,Central,2020-07-30,Central Business District Underground Mapping Intiative Phase 3 ,2009,Appropriated,-72881,16770265,T-104
1795,River West,Central,2020-07-30,Blommer's Phase II & III acquisition fees  -- DOL ,2009,Appropriated,-80000,16690265,T-104
1796,River West,Central,2020-07-30,SBIF ,2009,Appropriated,-500000,16190265,T-104
1797,River West,Central,2020-07-30,Blommer RDA: reimbursement for acquisition costs ,2009,Appropriated,-1928455,14261810,T-104
1798,River West,Central,2020-07-30,540 W. Madison RDA  -- ABN AMRO Note Payment 2009 ,2009,Appropriated,-5410791,8851019,T-104
1799,River West,Central,2020-07-30,TIF Works  -- job training ,2009,Committed,-312211,8538808,T-104
1800,River West,Central,2020-07-30,Watersaver Faucet ,2009,Committed,-3000000,5538808,T-104
1801,River West,Central,2020-07-30,Vaulted sidewalks @ Watersaver Faucet ,2009,Pending,0,5538808,T-104
1802,River West,Central,2020-07-30,Estimated Incremental Property Tax Revenue ,2010,Committed,9332405,14871213,T-104
1803,River West,Central,2020-07-30,Jewel RDA Note Payment Area Wide 2010 ,2010,Committed,-150000,14721213,T-104
1804,River West,Central,2020-07-30,Administrative Costs ,2010,Committed,-166000,14555213,T-104
1805,River West,Central,2020-07-30,Jewel RDA Note Payment from PINS 2010 ,2010,Committed,-266626,14288587,T-104
1806,River West,Central,2020-07-30,Additional amount for Bloomers per RDA ,2010,Committed,-500000,13788587,T-104
1807,River West,Central,2020-07-30,540 W. Madison RDA  -- ABN AMRO Note Payment Note Payment 2010 ,2010,Committed,-4981175,8807412,T-104
1808,River West,Central,2020-07-30,Estimated Incremental Property Tax Revenue ,2011,Committed,9332405,18139817,T-104
1809,River West,Central,2020-07-30,Jewel RDA Note Payment Area Wide 2011 ,2011,Committed,-150000,17989817,T-104
1810,River West,Central,2020-07-30,Administrative Costs ,2011,Committed,-166000,17823817,T-104
1811,River West,Central,2020-07-30,Metra Market Note B payment  -- est ,2011,Committed,-467400,17356417,T-104
1812,River West,Central,2020-07-30,Jewel RDA Note Payment from PINS 2011 ,2011,Committed,-596120,16760297,T-104
1813,River West,Central,2020-07-30,Metra Market Note A payment  -- est ,2011,Committed,-934700,15825597,T-104
1814,River West,Central,2020-07-30,540 W. Madison RDA  -- ABN AMRO Note Payment Note Payment 2011 ,2011,Committed,-5105705,10719892,T-104
1815,Roosevelt/Canal,Central,2021-12-31,FY Beginning Cash Balance ,2009,Appropriated,3982137,3982137,T- 39
1816,Roosevelt/Canal,Central,2021-12-31,Central Business District Underground Mapping Intiative Phase 3 ,2009,Appropriated,-11726,3970410,T- 39
1817,Roosevelt/Canal,Central,2021-12-31,United Parcel Service Note Payment ,2009,Appropriated,-3221604,748807,T- 39
1818,Roosevelt/Canal,Central,2021-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1189385,1938192,T- 39
1819,Roosevelt/Canal,Central,2021-12-31,Administrative Costs ,2010,Committed,-20000,1918192,T- 39
1820,Roosevelt/Canal,Central,2021-12-31,United Parcel Service Note Payment ,2010,Committed,-1000000,918192,T- 39
1821,Roosevelt/Canal,Central,2021-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1189385,2107577,T- 39
1822,Roosevelt/Canal,Central,2021-12-31,Administrative Costs ,2011,Committed,-20000,2087577,T- 39
1823,Roosevelt/Canal,Central,2021-12-31,United Parcel Service Note Payment ,2011,Committed,-1000000,1087577,T- 39
1824,Roosevelt/Canal,Central,2021-12-31,FY Beginning Cash Balance ,2009,Appropriated,2611269,2611269,T- 39
1825,Roosevelt/Canal,Central,2021-12-31,"Speed bumbs: 1821, 1855 and 2001 S. Kilbourn Ave ",2009,Committed,-5250,2606019,T- 39
1826,Roosevelt/Canal,Central,2021-12-31,"Sewer lining and street restoration: Polk, Leamington to Lavergne ",2009,Committed,-360000,2246019,T- 39
1827,Roosevelt/Canal,Central,2021-12-31,Port to Harrison/Central for 2009 Loretto Hospital room payment ,2009,Committed,-375000,1871019,T- 39
1828,Roosevelt/Canal,Central,2021-12-31,SBIF ,2009,Committed,-750000,1121019,T- 39
1829,Roosevelt/Canal,Central,2021-12-31,"Pavement & drainage reconst: Polk, Leamington & Lavaergene ",2009,On Hold,-3300000,-2178981,T- 39
1830,Roosevelt/Canal,Central,2021-12-31,Land Disposition Services ,2009,Pending,-50000,-2228981,T- 39
1831,Roosevelt/Canal,Central,2021-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1747169,-481812,T- 39
1832,Roosevelt/Canal,Central,2021-12-31,Administrative Costs ,2010,Committed,-14000,-495812,T- 39
1833,Roosevelt/Canal,Central,2021-12-31,Port to Harrison/Central for 2010 Loretto Hospital room payment ,2010,Committed,-375000,-870812,T- 39
1834,Roosevelt/Canal,Central,2021-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1747169,876356,T- 39
1835,Roosevelt/Canal,Central,2021-12-31,Administrative Costs ,2011,Committed,-14000,862356,T- 39
1836,Roosevelt/Canal,Central,2021-12-31,Port to Harrison/Central for 2011 Loretto Hospital room payment ,2011,Committed,-375000,487356,T- 39
1837,Roosevelt/Homan,West Side,2013-12-05,FY Beginning Cash Balance ,2009,Appropriated,4753581,4753581,T- 40
1838,Roosevelt/Homan,West Side,2013-12-05,"Street resurfacing: St. Louis, Grenshaw to Roosevelt ",2009,Appropriated,-34213,4719368,T- 40
1839,Roosevelt/Homan,West Side,2013-12-05,"Street resurfacing: Grenshaw, St. Louis to Central Park ",2009,Appropriated,-102104,4617264,T- 40
1840,Roosevelt/Homan,West Side,2013-12-05,"Street resurfacing: Grenshaw, Homan to St. Louis ",2009,Appropriated,-107828,4509436,T- 40
1841,Roosevelt/Homan,West Side,2013-12-05,"Street resurfacing: Roosevelt, St. Louis to Central Park ",2009,Appropriated,-180459,4328977,T- 40
1842,Roosevelt/Homan,West Side,2013-12-05,"Street resurfacing: Roosevelt, Homan to St. Louis ",2009,Appropriated,-190134,4138843,T- 40
1843,Roosevelt/Homan,West Side,2013-12-05,Street Resurfacing & ADA ramps ,2009,Appropriated,-433984,3704859,T- 40
1844,Roosevelt/Homan,West Side,2013-12-05,"Streetscape: Roosevelt Rd., Albany to Homan  -- Design ",2009,Committed,-275000,3429859,T- 40
1845,Roosevelt/Homan,West Side,2013-12-05,Neighborhood Improvement Program ,2009,Pending,-500000,2929859,T- 40
1846,Roosevelt/Homan,West Side,2013-12-05,Estimated Incremental Property Tax Revenue ,2010,Committed,894577,3824436,T- 40
1847,Roosevelt/Homan,West Side,2013-12-05,Administrative Costs ,2010,Committed,-14100,3810336,T- 40
1848,Roosevelt/Homan,West Side,2013-12-05,"Streetscape- Roosevelt Rd, Albany to Homan  -- Construction ",2010,Committed,-2412500,1397836,T- 40
1849,Roosevelt/Homan,West Side,2013-12-05,Roosevelt Towers Phase I Increment Payment ,2010,Pending,0,1397836,T- 40
1850,Roosevelt/Homan,West Side,2013-12-05,Estimated Incremental Property Tax Revenue ,2011,Committed,894577,2292413,T- 40
1851,Roosevelt/Homan,West Side,2013-12-05,Administrative Costs ,2011,Committed,-14100,2278313,T- 40
1852,Roosevelt/Homan,West Side,2013-12-05,FY Beginning Cash Balance ,2009,Appropriated,2692061,2692061,T- 40
1853,Roosevelt/Homan,West Side,2013-12-05,Roosevelt Square RDA ,2009,Appropriated,-2338365,353696,T- 40
1854,Roosevelt/Homan,West Side,2013-12-05,Professional Services  -- 1421-23 W. Roosevelt Rd. ,2009,Committed,-17500,336196,T- 40
1855,Roosevelt/Homan,West Side,2013-12-05,Estimated Incremental Property Tax Revenue ,2010,Committed,1532101,1868297,T- 40
1856,Roosevelt/Homan,West Side,2013-12-05,ABLA Note Payment- Phase I ,2010,Committed,-2921,1865376,T- 40
1857,Roosevelt/Homan,West Side,2013-12-05,Administrative Costs ,2010,Committed,-16000,1849376,T- 40
1858,Roosevelt/Homan,West Side,2013-12-05,Estimated Incremental Property Tax Revenue ,2011,Committed,1532101,3381477,T- 40
1859,Roosevelt/Homan,West Side,2013-12-05,ABLA Note Payment--Phase I ,2011,Committed,0,3381477,T- 40
1860,Roosevelt/Homan,West Side,2013-12-05,ABLA Note Payment--Phase II ,2011,Committed,0,3381477,T- 40
1861,Roosevelt/Homan,West Side,2013-12-05,Administrative Costs ,2011,Committed,-16000,3365477,T- 40
1862,Roosevelt/Union (UIC),West Side,2022-05-12,FY Beginning Cash Balance ,2009,Appropriated,4307042,4307042,T- 68
1863,Roosevelt/Union (UIC),West Side,2022-05-12,Central Business District Underground Mapping Intiative Phase 3 ,2009,Appropriated,-3284,4303758,T- 68
1864,Roosevelt/Union (UIC),West Side,2022-05-12,UIC Board of Trustees Note Payment 2009 ,2009,Committed,-3709182,594576,T- 68
1865,Roosevelt/Union (UIC),West Side,2022-05-12,Estimated Incremental Property Tax Revenue ,2010,Committed,3732045,4326621,T- 68
1866,Roosevelt/Union (UIC),West Side,2022-05-12,Administrative Costs ,2010,Committed,-60000,4266621,T- 68
1867,Roosevelt/Union (UIC),West Side,2022-05-12,UIC Board of Trustees Note Payment 2010 ,2010,Committed,-3896960,369661,T- 68
1868,Roosevelt/Union (UIC),West Side,2022-05-12,Estimated Incremental Property Tax Revenue ,2011,Committed,3732045,4101706,T- 68
1869,Roosevelt/Union (UIC),West Side,2022-05-12,Administrative Costs ,2011,Committed,-60000,4041706,T- 68
1870,Roosevelt/Union (UIC),West Side,2022-05-12,UIC Board of Trustees Note Payment 2011 ,2011,Committed,-3994384,47322,T- 68
1871,Roseland/Michigan,South Side,2026-12-31,FY Beginning Cash Balance ,2009,Appropriated,777369,777369,T-113
1872,Roseland/Michigan,South Side,2026-12-31,Acquisition - 19-21 East 115th Street ,2009,Committed,0,777369,T-113
1873,Roseland/Michigan,South Side,2026-12-31,Acquisition - 11030 South Michigan ,2009,Committed,0,777369,T-113
1874,Roseland/Michigan,South Side,2026-12-31,Acquisition - 142-144 W. 103rd Street ,2009,Committed,0,777369,T-113
1875,Roseland/Michigan,South Side,2026-12-31,"Lighting: 111th St, Michigan to State ",2009,Committed,-18000,759369,T-113
1876,Roseland/Michigan,South Side,2026-12-31,Lighting: Dauphin to Wentworth ,2009,Committed,-46000,713369,T-113
1877,Roseland/Michigan,South Side,2026-12-31,Roseland Plaza - Acquisition ,2009,Committed,-575000,138369,T-113
1878,Roseland/Michigan,South Side,2026-12-31,Broadband Initiative ,2009,Pending,-250000,-111631,T-113
1879,Roseland/Michigan,South Side,2026-12-31,Roseland Plaza RDA payment ,2009,Pending,-400000,-511631,T-113
1880,Roseland/Michigan,South Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,612920,101288,T-113
1881,Roseland/Michigan,South Side,2026-12-31,Administrative Costs ,2010,Committed,-4200,97088,T-113
1882,Roseland/Michigan,South Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,612920,710008,T-113
1883,Roseland/Michigan,South Side,2026-12-31,Administrative Costs ,2011,Committed,-4200,705808,T-113
1884,Sanitary and Ship Canal,West Side,2014-07-24,FY Beginning Cash Balance ,2009,Appropriated,926655,926655,T- 42
1885,Sanitary and Ship Canal,West Side,2014-07-24,Lighting improvements: Viaduct @ 3300 - 3154 S. California ,2009,Committed,-60000,866655,T- 42
1886,Sanitary and Ship Canal,West Side,2014-07-24,"Lighting improvements: W.35th, California to Campbell ",2009,Committed,-650000,216655,T- 42
1887,Sanitary and Ship Canal,West Side,2014-07-24,Keebler ,2009,Pending,0,216655,T- 42
1888,Sanitary and Ship Canal,West Side,2014-07-24,Estimated Incremental Property Tax Revenue ,2010,Committed,871341,1087995,T- 42
1889,Sanitary and Ship Canal,West Side,2014-07-24,Administrative Costs ,2010,Committed,-22257,1065738,T- 42
1890,Sanitary and Ship Canal,West Side,2014-07-24,Bond Debt Service Payment ,2010,Committed,-644938,420800,T- 42
1891,Sanitary and Ship Canal,West Side,2014-07-24,Estimated Incremental Property Tax Revenue ,2011,Committed,871341,1292141,T- 42
1892,Sanitary and Ship Canal,West Side,2014-07-24,Administrative Costs ,2011,Committed,-22257,1269883,T- 42
1893,Sanitary and Ship Canal,West Side,2014-07-24,Bond Debt Service Payment ,2011,Committed,-642000,627883,T- 42
1894,South Works Industrial,South Side,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,2275961,2275961,T- 78
1895,South Works Industrial,South Side,2024-12-31,South Chicago Disposition Services ,2009,Pending,-40000,2235961,T- 78
1896,South Works Industrial,South Side,2024-12-31,TOD LEED Study ,2009,Pending,-160000,2075961,T- 78
1897,South Works Industrial,South Side,2024-12-31,LEED ND Assessment Study ,2009,Pending,-185000,1890961,T- 78
1898,South Works Industrial,South Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,853454,2744415,T- 78
1899,South Works Industrial,South Side,2024-12-31,Administrative Costs ,2010,Committed,-16240,2728175,T- 78
1900,South Works Industrial,South Side,2024-12-31,83rd/Burley Streetscaping ,2010,Pending,-900000,1828175,T- 78
1901,South Works Industrial,South Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,853454,2681629,T- 78
1902,South Works Industrial,South Side,2024-12-31,Administrative Costs ,2011,Committed,-16240,2665389,T- 78
1903,South Works Industrial,South Side,2024-12-31,"Street Construction: 87th - 93rd, Buffalo, Burley, Brandon, Houston ",2011,Pending,-5000000,-2334611,T- 78
1904,South Works Industrial,South Side,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,699522,699522,T- 78
1905,South Works Industrial,South Side,2024-12-31,USX Phase I ,2009,Committed,-110000,589522,T- 78
1906,South Works Industrial,South Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,167089,756610,T- 78
1907,South Works Industrial,South Side,2024-12-31,Administrative Costs ,2010,Committed,-7050,749560,T- 78
1908,South Works Industrial,South Side,2024-12-31,USX Phase I ,2010,Committed,-110000,639560,T- 78
1909,South Works Industrial,South Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,167089,806649,T- 78
1910,South Works Industrial,South Side,2024-12-31,Administrative Costs ,2011,Committed,-7050,799599,T- 78
1911,South Works Industrial,South Side,2024-12-31,USX Phase I ,2011,Committed,-110000,689599,T- 78
1912,Stevenson/Brighton,Southwest Side,2031-12-31,FY Beginning Cash Balance ,2009,Appropriated,820974,820974,T-149
1913,Stevenson/Brighton,Southwest Side,2031-12-31,TIF Study GO Reimbursement ,2009,Appropriated,-46491,774483,T-149
1914,Stevenson/Brighton,Southwest Side,2031-12-31,Pre-acquisition Account ,2009,Appropriated,-50000,724483,T-149
1915,Stevenson/Brighton,Southwest Side,2031-12-31,"Pavement, sidewalk repair: Washtenaw, 36th Pl - 37th St. ",2009,Appropriated,-118721,605762,T-149
1916,Stevenson/Brighton,Southwest Side,2031-12-31,"Pavement, sidewalk repair: Albany, 37th Pl - 37th St. ",2009,Appropriated,-197328,408434,T-149
1917,Stevenson/Brighton,Southwest Side,2031-12-31,Streetlights at Brighton Park I Elem.  -- 38th/California ,2009,Appropriated,-220000,188434,T-149
1918,Stevenson/Brighton,Southwest Side,2031-12-31,"Pavement, sidewalk repair: Albany, 37th Pl - 37th St.  -- add'l ",2009,Committed,-10500,177934,T-149
1919,Stevenson/Brighton,Southwest Side,2031-12-31,"Sreet resurfacing:Washtenaw Ave, 36th to 37th Pl ",2009,Committed,-46476,131458,T-149
